x___2,流域平均累加雨量,最大降雨強度,継続時間,台風直接時間,台風間接時間,前線時間,線状降水帯時間,開始,終了,SST,アンサンブル,開始時刻,終了時刻,DynamicCluster,開始年,開始月,開始日,開始時,終了年,終了月,終了日,終了時,rain_time,rain_space
62_41,79.85,7.98,78.5,32,23.5,NaN,0,870030,870186,HPB,82,2000-08-16 14:30:00,2000-08-19 20:30:00,NaN,2000,8,16,12,2000,8,19,18,1,8
63_41,41.46,2.85,46.5,0,0,NaN,0,892562,892654,HPB,82,2001-11-29 00:30:00,2001-11-30 22:30:00,NaN,2001,11,29,0,2001,12,1,0,3,9
64_38,22.685,3.11,24,0,0,NaN,0,923802,923849,HPB,82,2003-09-10 20:30:00,2003-09-11 20:00:00,NaN,2003,9,10,18,2003,9,11,18,1,6
65_37,39.895,6.65,118.5,0,0,NaN,0,944981,945217,HPB,82,2004-11-25 02:00:00,2004-11-30 00:00:00,NaN,2004,11,25,0,2004,11,30,0,1,8
66_33,65.275,5.32,84,0,22.5,NaN,0,957161,957328,HPB,82,2005-08-05 20:00:00,2005-08-09 07:30:00,NaN,2005,8,5,18,2005,8,9,6,2,5
67_32,24.3,5.67,32.5,0,0,NaN,0,977142,977206,HPB,82,2006-09-26 02:30:00,2006-09-27 10:30:00,NaN,2006,9,26,0,2006,9,27,12,1,8
68_27,24.17,1.91,38.5,0,0,NaN,0,993742,993818,HPB,82,2007-09-06 22:30:00,2007-09-08 12:30:00,NaN,2007,9,7,0,2007,9,8,12,2,8
69_19,47.235,5.79,46.5,3,20,NaN,0,1011496,1011588,HPB,82,2008-09-10 19:30:00,2008-09-12 17:30:00,NaN,2008,9,10,18,2008,9,12,18,1,1
70_15,34.6,4.67,27.5,0,0,NaN,0,1011946,1012000,HPB,82,2008-09-20 04:30:00,2008-09-21 07:30:00,NaN,2008,9,20,6,2008,9,21,6,1,1
71_14,65.87,8.17,38.5,8.5,30,NaN,0,1028359,1028435,HPB,82,2009-08-28 03:00:00,2009-08-29 17:00:00,NaN,2009,8,28,6,2009,8,29,18,3,6
72_9,40.885,2.35,42.5,0,0,NaN,0,1048750,1048834,HPB,82,2010-10-26 22:30:00,2010-10-28 16:30:00,NaN,2010,10,27,0,2010,10,28,18,2,8
1_42,63.67,10.55,39,27,12,NaN,16.5,10888,10965,HPB,83,1951-08-15 19:30:00,1951-08-17 10:00:00,NaN,1951,8,15,18,1951,8,17,12,1,8
2_42,24.91,4.83,24.5,0,0,NaN,0,28527,28575,HPB,83,1952-08-17 07:00:00,1952-08-18 07:00:00,NaN,1952,8,17,6,1952,8,18,6,2,6
3_42,35.685,5.13,32,20,12,NaN,0,45941,46004,HPB,83,1953-08-15 02:00:00,1953-08-16 09:30:00,NaN,1953,8,15,0,1953,8,16,12,1,6
4_42,22.75,3.62,32.5,23.5,9,NaN,0,64986,65050,HPB,83,1954-09-15 20:30:00,1954-09-17 04:30:00,NaN,1954,9,15,18,1954,9,17,6,1,9
5_42,35.765,1.66,60,0,0,NaN,0,83512,83631,HPB,83,1955-10-06 19:30:00,1955-10-09 07:00:00,NaN,1955,10,6,18,1955,10,9,6,2,3
6_42,32.94,3.42,26,0,0,NaN,0,102325,102376,HPB,83,1956-11-01 18:00:00,1956-11-02 19:30:00,NaN,1956,11,1,18,1956,11,2,18,2,6
7_42,26.575,5.04,37.5,0,0,NaN,0,102651,102725,HPB,83,1956-11-08 13:00:00,1956-11-10 02:00:00,NaN,1956,11,8,12,1956,11,10,0,2,6
8_42,54.765,4.2,37.5,11.5,14.5,NaN,0,118685,118759,HPB,83,1957-10-08 14:00:00,1957-10-10 03:00:00,NaN,1957,10,8,12,1957,10,10,6,3,2
9_42,35.28,2.7,43,0,0,NaN,0,136016,136101,HPB,83,1958-10-04 15:30:00,1958-10-06 10:00:00,NaN,1958,10,4,18,1958,10,6,12,3,2
10_42,36.615,3.1,39,0,10,NaN,0,153966,154043,HPB,83,1959-10-13 14:30:00,1959-10-15 05:00:00,NaN,1959,10,13,12,1959,10,15,6,3,8
11_42,24.975,2.56,42,0,0,NaN,0,168389,168472,HPB,83,1960-08-09 02:00:00,1960-08-10 19:30:00,NaN,1960,8,9,0,1960,8,10,18,3,8
12_42,39.265,4.58,40,20,20,NaN,0,186854,186933,HPB,83,1961-08-28 18:30:00,1961-08-30 10:00:00,NaN,1961,8,28,18,1961,8,30,12,1,6
13_42,74.46,11.94,37,0,0,NaN,0,204093,204166,HPB,83,1962-08-22 22:00:00,1962-08-24 10:30:00,NaN,1962,8,23,0,1962,8,24,12,1,9
14_42,39.745,3.35,47,23.5,20.5,NaN,0,222888,222981,HPB,83,1963-09-18 11:30:00,1963-09-20 10:00:00,NaN,1963,9,18,12,1963,9,20,12,3,6
15_42,24,2.62,56.5,0,0,NaN,0,241610,241722,HPB,83,1964-10-12 12:30:00,1964-10-14 20:30:00,NaN,1964,10,12,12,1964,10,14,18,3,9
16_42,54.63,7.31,31,0,15,NaN,0,254115,254176,HPB,83,1965-06-30 01:00:00,1965-07-01 07:30:00,NaN,1965,6,30,0,1965,7,1,6,1,1
17_42,50.805,4.54,78.5,10.5,46,NaN,0,292111,292267,HPB,83,1967-08-30 15:00:00,1967-09-02 21:00:00,NaN,1967,8,30,18,1967,9,3,0,3,9
18_42,31.88,2.61,61.5,0,0,NaN,0,312418,312540,HPB,83,1968-10-26 16:30:00,1968-10-29 05:30:00,NaN,1968,10,26,18,1968,10,29,6,3,2
19_42,48.76,4.35,34.5,0,0,NaN,0,328188,328256,HPB,83,1969-09-20 05:30:00,1969-09-21 15:30:00,NaN,1969,9,20,6,1969,9,21,18,3,2
20_42,78.585,6.74,49,0,26,NaN,0,344300,344397,HPB,83,1970-08-21 21:30:00,1970-08-23 22:00:00,NaN,1970,8,22,0,1970,8,24,0,3,6
21_42,54.51,4.75,86.5,0,0,NaN,0,361867,362039,HPB,83,1971-08-22 21:00:00,1971-08-26 11:00:00,NaN,1971,8,23,0,1971,8,26,12,1,1
22_42,43.855,3.85,39.5,0,0,NaN,0,380259,380337,HPB,83,1972-09-09 01:00:00,1972-09-10 16:00:00,NaN,1972,9,9,0,1972,9,10,18,3,6
23_42,20.485,2.42,45.5,7,43.5,NaN,0,396670,396760,HPB,83,1973-08-16 22:30:00,1973-08-18 19:30:00,NaN,1973,8,17,0,1973,8,18,18,3,5
24_42,65.795,8.7,43,21.5,21.5,NaN,0,396776,396861,HPB,83,1973-08-19 03:30:00,1973-08-20 22:00:00,NaN,1973,8,19,6,1973,8,21,0,3,5
25_42,30.515,3.9,55,0,0,NaN,0,413906,414015,HPB,83,1974-08-11 00:30:00,1974-08-13 07:00:00,NaN,1974,8,11,0,1974,8,13,6,3,9
26_42,49.4,4.02,102,20,36.5,NaN,0,430950,431153,HPB,83,1975-08-01 02:30:00,1975-08-05 08:00:00,NaN,1975,8,1,0,1975,8,5,6,3,1
27_42,48.95,6.97,27.5,16.5,11,NaN,0,451204,451258,HPB,83,1976-09-26 01:30:00,1976-09-27 04:30:00,NaN,1976,9,26,0,1976,9,27,6,1,9
28_42,45,2.42,107,0,0,NaN,0,468362,468575,HPB,83,1977-09-18 12:30:00,1977-09-22 23:00:00,NaN,1977,9,18,12,1977,9,23,0,2,6
29_42,67.85,3.22,46.5,9.5,23.5,NaN,0,486000,486092,HPB,83,1978-09-20 23:30:00,1978-09-22 21:30:00,NaN,1978,9,21,0,1978,9,23,0,2,2
30_42,72.93,5.99,49,16,17.5,NaN,0,503263,503360,HPB,83,1979-09-15 15:00:00,1979-09-17 15:30:00,NaN,1979,9,15,18,1979,9,17,18,3,9
31_42,77.665,2.49,108,0,0,NaN,0,520328,520543,HPB,83,1980-09-05 03:30:00,1980-09-09 15:00:00,NaN,1980,9,5,6,1980,9,9,18,2,6
32_42,38.55,3.08,52.5,26.5,26,NaN,0,534637,534741,HPB,83,1981-06-30 06:00:00,1981-07-02 10:00:00,NaN,1981,6,30,6,1981,7,2,12,3,10
33_42,96.615,7.74,93,22.5,63.5,NaN,0,554198,554383,HPB,83,1982-08-11 18:30:00,1982-08-15 15:00:00,NaN,1982,8,11,18,1982,8,15,18,2,6
34_42,32.87,3.85,46,17,22,NaN,0,572950,573041,HPB,83,1983-09-06 10:30:00,1983-09-08 08:00:00,NaN,1983,9,6,12,1983,9,8,6,1,8
35_42,41.605,2.73,85.5,0,0,NaN,0,589800,589970,HPB,83,1984-08-22 11:30:00,1984-08-26 00:30:00,NaN,1984,8,22,12,1984,8,26,0,2,7
36_42,29.305,2.2,59,0,0,NaN,0,645210,645327,HPB,83,1987-10-20 20:30:00,1987-10-23 07:00:00,NaN,1987,10,20,18,1987,10,23,6,3,6
37_42,30.065,2.5,29,0,0,NaN,0,658066,658123,HPB,83,1988-07-14 16:30:00,1988-07-15 21:00:00,NaN,1988,7,14,18,1988,7,16,0,3,6
38_42,25.91,2.79,59,0,0,NaN,0,679244,679361,HPB,83,1989-09-28 21:30:00,1989-10-01 08:00:00,NaN,1989,9,29,0,1989,10,1,6,2,9
39_42,38.66,2.19,71,0,18,NaN,0,679407,679548,HPB,83,1989-10-02 07:00:00,1989-10-05 05:30:00,NaN,1989,10,2,6,1989,10,5,6,2,9
40_42,49.43,1.84,141.5,0,0,NaN,0,694279,694561,HPB,83,1990-08-08 03:00:00,1990-08-14 00:00:00,NaN,1990,8,8,6,1990,8,14,0,2,7
41_42,33.935,2.38,61,35,26,NaN,0,712857,712978,HPB,83,1991-08-30 04:00:00,1991-09-01 16:30:00,NaN,1991,8,30,6,1991,9,1,18,3,9
42_42,20.135,1.99,38.5,22,16.5,NaN,0,713140,713216,HPB,83,1991-09-05 01:30:00,1991-09-06 15:30:00,NaN,1991,9,5,0,1991,9,6,18,3,9
43_42,58.595,4.1,31.5,0,8.5,NaN,0,713400,713462,HPB,83,1991-09-10 11:30:00,1991-09-11 18:30:00,NaN,1991,9,10,12,1991,9,11,18,3,9
44_42,22.445,2.4,43.5,2.5,22,NaN,0,730327,730413,HPB,83,1992-08-28 03:00:00,1992-08-29 22:00:00,NaN,1992,8,28,6,1992,8,30,0,1,9
45_42,20.93,2.66,45.5,0,0,NaN,0,730850,730940,HPB,83,1992-09-08 00:30:00,1992-09-09 21:30:00,NaN,1992,9,8,0,1992,9,10,0,1,9
46_42,54.345,3.47,94.5,0,51,NaN,0,746668,746856,HPB,83,1993-08-03 13:30:00,1993-08-07 11:30:00,NaN,1993,8,3,12,1993,8,7,12,2,5
47_42,49.1,4.36,65,15,24,NaN,0,766647,766776,HPB,83,1994-09-23 19:00:00,1994-09-26 11:30:00,NaN,1994,9,23,18,1994,9,26,12,2,2
48_42,23.635,1.49,101,0,8.5,NaN,0,780474,780675,HPB,83,1995-07-08 20:30:00,1995-07-13 01:00:00,NaN,1995,7,8,18,1995,7,13,0,1,6
49_42,23.995,2.27,67,0,44.5,NaN,0,780691,780824,HPB,83,1995-07-13 09:00:00,1995-07-16 03:30:00,NaN,1995,7,13,12,1995,7,16,6,1,6
50_42,45.46,5.95,64,16.5,21,NaN,0,799212,799339,HPB,83,1996-08-02 05:30:00,1996-08-04 21:00:00,NaN,1996,8,2,6,1996,8,5,0,1,2
51_42,21.015,1.39,44.5,0,0,NaN,0,818830,818918,HPB,83,1997-09-14 22:30:00,1997-09-16 18:30:00,NaN,1997,9,15,0,1997,9,16,18,2,2
52_42,78.14,5.83,101.5,32,64,NaN,0,819289,819491,HPB,83,1997-09-24 12:00:00,1997-09-28 17:00:00,NaN,1997,9,24,12,1997,9,28,18,2,2
53_42,21.07,1.62,102,0,0,NaN,0,839606,839809,HPB,83,1998-11-21 18:30:00,1998-11-26 00:00:00,NaN,1998,11,21,18,1998,11,26,0,3,4
54_42,23.735,4.19,25,0,0,NaN,0,857344,857393,HPB,83,1999-11-26 07:30:00,1999-11-27 08:00:00,NaN,1999,11,26,6,1999,11,27,6,1,6
55_42,23.86,2.84,22.5,0,0,NaN,0,872238,872282,HPB,83,2000-10-01 14:30:00,2000-10-02 12:30:00,NaN,2000,10,1,12,2000,10,2,12,1,8
56_42,25.6,2.73,36.5,0,0,NaN,0,890773,890845,HPB,83,2001-10-22 18:00:00,2001-10-24 06:00:00,NaN,2001,10,22,18,2001,10,24,6,3,9
57_42,43.89,3.88,40.5,0,8.5,NaN,0,891133,891213,HPB,83,2001-10-30 06:00:00,2001-10-31 22:00:00,NaN,2001,10,30,6,2001,11,1,0,3,9
58_42,50.885,11.39,20.5,0,0,NaN,0,922898,922938,HPB,83,2003-08-23 00:30:00,2003-08-23 20:30:00,NaN,2003,8,23,0,2003,8,23,18,1,6
59_42,21.34,4.21,30,0,0,NaN,0,938621,938680,HPB,83,2004-07-15 14:00:00,2004-07-16 19:30:00,NaN,2004,7,15,12,2004,7,16,18,3,1
60_42,26.26,1.72,37,0,0,NaN,0,976643,976716,HPB,83,2006-09-15 17:00:00,2006-09-17 05:30:00,NaN,2006,9,15,18,2006,9,17,6,2,9
61_42,56.785,2.98,56,14,14,NaN,0,976770,976881,HPB,83,2006-09-18 08:30:00,2006-09-20 16:00:00,NaN,2006,9,18,6,2006,9,20,18,2,9
62_42,20.515,3.09,38.5,0,0,NaN,0,993088,993164,HPB,83,2007-08-24 07:30:00,2007-08-25 21:30:00,NaN,2007,8,24,6,2007,8,26,0,3,9
63_42,30.025,2.63,40,0,0,NaN,0,993393,993472,HPB,83,2007-08-30 16:00:00,2007-09-01 07:30:00,NaN,2007,8,30,18,2007,9,1,6,3,9
64_39,40.185,4.51,36.5,25.5,11,NaN,0,1009520,1009592,HPB,83,2008-07-31 15:30:00,2008-08-02 03:30:00,NaN,2008,7,31,18,2008,8,2,6,3,8
65_38,23.61,2,34,0,0,NaN,0,1025198,1025265,HPB,83,2009-06-23 06:30:00,2009-06-24 16:00:00,NaN,2009,6,23,6,2009,6,24,18,3,6
66_34,32.15,2.94,31.5,0,0,NaN,0,1025339,1025401,HPB,83,2009-06-26 05:00:00,2009-06-27 12:00:00,NaN,2009,6,26,6,2009,6,27,12,3,6
67_33,46.785,4,50,0,0,NaN,0,1048307,1048406,HPB,83,2010-10-17 17:00:00,2010-10-19 18:30:00,NaN,2010,10,17,18,2010,10,19,18,3,1
1_43,34.65,2.28,99,26,73,NaN,0,12745,12942,HPB,84,1951-09-23 12:00:00,1951-09-27 14:30:00,NaN,1951,9,23,12,1951,9,27,12,3,5
2_43,46.41,4.27,47.5,22.5,25,NaN,0,13208,13302,HPB,84,1951-10-03 03:30:00,1951-10-05 02:30:00,NaN,1951,10,3,6,1951,10,5,0,3,5
3_43,37.245,3.12,45.5,0,20,NaN,0,26425,26515,HPB,84,1952-07-04 12:00:00,1952-07-06 09:00:00,NaN,1952,7,4,12,1952,7,6,12,3,2
4_43,77.55,4.22,160.5,0,0,NaN,0,45786,46106,HPB,84,1953-08-11 20:30:00,1953-08-18 12:30:00,NaN,1953,8,11,18,1953,8,18,12,2,9
5_43,25.355,1.98,52,0,0,NaN,0,66812,66915,HPB,84,1954-10-23 21:30:00,1954-10-26 01:00:00,NaN,1954,10,24,0,1954,10,26,0,3,2
6_43,33.65,2.89,82.5,0,0,NaN,0,67020,67184,HPB,84,1954-10-28 05:30:00,1954-10-31 15:30:00,NaN,1954,10,28,6,1954,10,31,18,3,2
7_43,74.32,3.71,66,0,0,NaN,0,82189,82320,HPB,84,1955-09-09 06:00:00,1955-09-11 23:30:00,NaN,1955,9,9,6,1955,9,12,0,2,2
8_43,56.5,4.26,46,27,19,NaN,0,99932,100023,HPB,84,1956-09-12 21:30:00,1956-09-14 19:00:00,NaN,1956,9,13,0,1956,9,14,18,3,8
9_43,47.25,3.1,89,0,0,NaN,0,118384,118561,HPB,84,1957-10-02 07:30:00,1957-10-06 00:00:00,NaN,1957,10,2,6,1957,10,6,0,3,9
10_43,53.21,6.01,42.5,18.5,24,NaN,0,134005,134089,HPB,84,1958-08-23 18:00:00,1958-08-25 12:00:00,NaN,1958,8,23,18,1958,8,25,12,1,2
11_43,36.35,3.46,60,21,32.5,NaN,0,152266,152385,HPB,84,1959-09-08 04:30:00,1959-09-10 16:00:00,NaN,1959,9,8,6,1959,9,10,18,3,8
12_43,35.235,3.24,38.5,1.5,23.5,NaN,0,170004,170080,HPB,84,1960-09-11 17:30:00,1960-09-13 07:30:00,NaN,1960,9,11,18,1960,9,13,6,3,1
13_43,31.815,2.38,77,0,0,NaN,0,189529,189682,HPB,84,1961-10-23 12:00:00,1961-10-26 16:30:00,NaN,1961,10,23,12,1961,10,26,18,3,5
14_43,34.67,3.69,61.5,0,0,NaN,0,253343,253465,HPB,84,1965-06-13 23:00:00,1965-06-16 12:00:00,NaN,1965,6,14,0,1965,6,16,12,3,1
15_43,66.24,4.85,89.5,0,97.5,NaN,0,273308,273486,HPB,84,1966-08-03 21:30:00,1966-08-07 14:30:00,NaN,1966,8,4,0,1966,8,7,12,3,1
16_43,30.31,3.42,24,16.5,7.5,NaN,0,292150,292197,HPB,84,1967-08-31 10:30:00,1967-09-01 10:00:00,NaN,1967,8,31,12,1967,9,1,12,2,5
17_43,68.505,3.65,81.5,36.5,26.5,NaN,0,310351,310513,HPB,84,1968-09-13 15:00:00,1968-09-17 00:00:00,NaN,1968,9,13,18,1968,9,17,0,2,6
18_43,30.94,6.21,29,0,0,NaN,0,326570,326627,HPB,84,1969-08-17 12:30:00,1969-08-18 17:00:00,NaN,1969,8,17,12,1969,8,18,18,1,7
19_43,24.03,4.21,21.5,0,0,NaN,0,343853,343895,HPB,84,1970-08-12 14:00:00,1970-08-13 11:00:00,NaN,1970,8,12,12,1970,8,13,12,1,9
20_43,22.23,3.72,21,0,0,NaN,0,363784,363825,HPB,84,1971-10-01 19:30:00,1971-10-02 16:00:00,NaN,1971,10,1,18,1971,10,2,18,2,1
21_43,58.04,2.58,61,0,0,NaN,0,364282,364403,HPB,84,1971-10-12 04:30:00,1971-10-14 17:00:00,NaN,1971,10,12,6,1971,10,14,18,2,1
22_43,47.505,3.69,54,0,0,NaN,0,383386,383493,HPB,84,1972-11-13 04:30:00,1972-11-15 10:00:00,NaN,1972,11,13,6,1972,11,15,12,3,2
23_43,28.1,4.7,49.5,0,0,NaN,0,395312,395410,HPB,84,1973-07-19 15:30:00,1973-07-21 16:30:00,NaN,1973,7,19,18,1973,7,21,18,1,3
24_43,33.34,2.89,52,24,24.5,NaN,0,416260,416363,HPB,84,1974-09-29 01:30:00,1974-10-01 05:00:00,NaN,1974,9,29,0,1974,10,1,6,3,6
25_43,62.02,6.16,37.5,0,27,NaN,0,433220,433294,HPB,84,1975-09-17 09:30:00,1975-09-18 22:30:00,NaN,1975,9,17,12,1975,9,19,0,3,6
26_43,39.525,3.25,38,0,0,NaN,0,448723,448798,HPB,84,1976-08-05 09:00:00,1976-08-06 22:30:00,NaN,1976,8,5,12,1976,8,7,0,3,7
27_43,24.94,5.13,18.5,0,0,NaN,0,468830,468866,HPB,84,1977-09-28 06:30:00,1977-09-29 00:30:00,NaN,1977,9,28,6,1977,9,29,0,1,2
28_43,21.07,2.96,30,0,0,NaN,0,484324,484383,HPB,84,1978-08-17 01:30:00,1978-08-18 07:00:00,NaN,1978,8,17,0,1978,8,18,6,2,3
29_43,53.705,2.15,72,0,42,NaN,0,484491,484634,HPB,84,1978-08-20 13:00:00,1978-08-23 12:30:00,NaN,1978,8,20,12,1978,8,23,12,2,3
30_43,30.235,2.55,33.5,24.5,9,NaN,0,504133,504199,HPB,84,1979-10-03 18:00:00,1979-10-05 03:00:00,NaN,1979,10,3,18,1979,10,5,6,3,9
31_43,78.565,2.85,91.5,0,74.5,NaN,0,520258,520440,HPB,84,1980-09-03 16:30:00,1980-09-07 11:30:00,NaN,1980,9,3,18,1980,9,7,12,2,5
32_43,27.7,3.35,82,0,0,NaN,0,541429,541592,HPB,84,1981-11-18 18:00:00,1981-11-22 03:30:00,NaN,1981,11,18,18,1981,11,22,6,1,2
33_43,27.125,2.42,52,0,4.5,NaN,0,555233,555336,HPB,84,1982-09-02 08:00:00,1982-09-04 11:30:00,NaN,1982,9,2,6,1982,9,4,12,3,2
34_43,37.755,3.23,47.5,0,0,NaN,0,555608,555702,HPB,84,1982-09-10 03:30:00,1982-09-12 02:30:00,NaN,1982,9,10,6,1982,9,12,0,3,2
35_43,24.48,1.54,64,0,0,NaN,0,576677,576804,HPB,84,1983-11-23 02:00:00,1983-11-25 17:30:00,NaN,1983,11,23,0,1983,11,25,18,3,9
36_43,31.68,2.12,99,0,0,NaN,0,593397,593594,HPB,84,1984-11-05 10:00:00,1984-11-09 12:30:00,NaN,1984,11,5,12,1984,11,9,12,3,2
37_43,31.8,4.39,45,38.5,5,NaN,0,625103,625192,HPB,84,1986-08-27 23:00:00,1986-08-29 19:30:00,NaN,1986,8,28,0,1986,8,29,18,1,7
38_43,31.745,6.16,47,17,30,NaN,0,642670,642763,HPB,84,1987-08-28 22:30:00,1987-08-30 21:00:00,NaN,1987,8,29,0,1987,8,31,0,1,6
39_43,35.905,4.61,27.5,11,16.5,NaN,0,660290,660344,HPB,84,1988-08-30 00:30:00,1988-08-31 03:30:00,NaN,1988,8,30,0,1988,8,31,6,1,2
40_43,34.505,2.9,61,0,0,NaN,0,680077,680198,HPB,84,1989-10-16 06:00:00,1989-10-18 18:30:00,NaN,1989,10,16,6,1989,10,18,18,3,8
41_43,41.505,3.44,87,0,0,NaN,0,699237,699410,HPB,84,1990-11-19 10:00:00,1990-11-23 00:30:00,NaN,1990,11,19,12,1990,11,23,0,3,7
42_43,45.67,2.57,79.5,1,63.5,NaN,0,711845,712003,HPB,84,1991-08-09 02:00:00,1991-08-12 09:00:00,NaN,1991,8,9,0,1991,8,12,12,2,6
43_43,22.4,2.23,29.5,0,29.5,NaN,0,728415,728473,HPB,84,1992-07-19 07:00:00,1992-07-20 12:00:00,NaN,1992,7,19,6,1992,7,20,12,3,7
44_43,92.86,4.85,112,49.5,28.5,NaN,0,748818,749041,HPB,84,1993-09-17 08:30:00,1993-09-22 00:00:00,NaN,1993,9,17,6,1993,9,22,0,2,6
45_43,32.405,2.08,55,19,18,NaN,0,762621,762730,HPB,84,1994-07-01 22:00:00,1994-07-04 04:30:00,NaN,1994,7,2,0,1994,7,4,6,2,1
46_43,23.665,7.87,28.5,0,0,NaN,0,762994,763050,HPB,84,1994-07-09 16:30:00,1994-07-10 20:30:00,NaN,1994,7,9,18,1994,7,10,18,2,1
47_43,25.46,4.55,34.5,0,0,NaN,0,783706,783774,HPB,84,1995-09-14 04:30:00,1995-09-15 14:30:00,NaN,1995,9,14,6,1995,9,15,12,1,9
48_43,27.57,3.94,17,0,1.5,NaN,0,784114,784147,HPB,84,1995-09-22 16:30:00,1995-09-23 09:00:00,NaN,1995,9,22,18,1995,9,23,12,1,9
49_43,22.275,2.91,28.5,0,0,NaN,0,798396,798452,HPB,84,1996-07-16 05:30:00,1996-07-17 09:30:00,NaN,1996,7,16,6,1996,7,17,12,3,10
50_43,53.71,4.86,29.5,18.5,11,NaN,0,816327,816385,HPB,84,1997-07-24 19:00:00,1997-07-26 00:00:00,NaN,1997,7,24,18,1997,7,26,0,3,6
51_43,46.74,3.35,75.5,0,0,NaN,0,834547,834697,HPB,84,1998-08-08 09:00:00,1998-08-11 12:00:00,NaN,1998,8,8,12,1998,8,11,12,2,5
52_43,27.9,2.38,67.5,0,0,NaN,0,855808,855942,HPB,84,1999-10-25 07:30:00,1999-10-28 02:30:00,NaN,1999,10,25,6,1999,10,28,0,2,5
53_43,22.695,2.49,48,10,35,NaN,0,866796,866891,HPB,84,2000-06-10 05:30:00,2000-06-12 05:00:00,NaN,2000,6,10,6,2000,6,12,6,3,3
54_43,26.475,5.16,37.5,0,0,NaN,0,884631,884705,HPB,84,2001-06-16 19:00:00,2001-06-18 08:00:00,NaN,2001,6,16,18,2001,6,18,6,3,7
55_43,38.38,3.17,37,0,10,NaN,0,884952,885025,HPB,84,2001-06-23 11:30:00,2001-06-25 00:00:00,NaN,2001,6,23,12,2001,6,25,0,3,7
56_43,25.63,4.4,51.5,0,0,NaN,0,908088,908190,HPB,84,2002-10-18 11:30:00,2002-10-20 14:30:00,NaN,2002,10,18,12,2002,10,20,12,1,5
57_43,139.87,6.68,78.5,0,0,NaN,0,922715,922871,HPB,84,2003-08-19 05:00:00,2003-08-22 11:00:00,NaN,2003,8,19,6,2003,8,22,12,2,6
58_43,86.975,9.65,70,60.5,9.5,NaN,0,940384,940523,HPB,84,2004-08-21 07:30:00,2004-08-24 05:00:00,NaN,2004,8,21,6,2004,8,24,6,1,8
59_43,72.525,5.87,51.5,11,40.5,NaN,0,957756,957858,HPB,84,2005-08-18 05:30:00,2005-08-20 08:30:00,NaN,2005,8,18,6,2005,8,20,6,3,6
60_43,37.605,4.98,29.5,0,0,NaN,0,976989,977047,HPB,84,2006-09-22 22:00:00,2006-09-24 03:00:00,NaN,2006,9,23,0,2006,9,24,6,3,8
61_43,27.68,1.4,69.5,0,0,NaN,0,995791,995929,HPB,84,2007-10-19 15:00:00,2007-10-22 12:00:00,NaN,2007,10,19,18,2007,10,22,12,3,2
62_43,33.41,4.8,101,0,0,NaN,0,1013992,1014193,HPB,84,2008-11-01 19:30:00,2008-11-06 00:00:00,NaN,2008,11,1,18,2008,11,6,0,1,8
63_43,67.23,3.15,98,0,0,NaN,0,1029382,1029577,HPB,84,2009-09-18 10:30:00,2009-09-22 12:00:00,NaN,2009,9,18,12,2009,9,22,12,3,7
64_40,77.405,4.16,82,0,0,NaN,0,1046713,1046876,HPB,84,2010-09-14 12:00:00,2010-09-17 21:30:00,NaN,2010,9,14,12,2010,9,18,0,2,9
1_44,85.755,6.29,81.5,0,57.5,NaN,23,11669,11831,HPB,85,1951-09-01 02:00:00,1951-09-04 11:00:00,NaN,1951,9,1,0,1951,9,4,12,3,5
2_44,53.965,9.59,26,12,14,NaN,0,26219,26270,HPB,85,1952-06-30 05:00:00,1952-07-01 06:30:00,NaN,1952,6,30,6,1952,7,1,6,1,9
3_44,57.28,5.68,83.5,0,0,NaN,0,48200,48366,HPB,85,1953-10-01 03:30:00,1953-10-04 14:30:00,NaN,1953,10,1,6,1953,10,4,12,3,8
4_44,22.77,2.28,23.5,0,0,NaN,0,66007,66053,HPB,85,1954-10-07 03:00:00,1954-10-08 02:00:00,NaN,1954,10,7,6,1954,10,8,0,3,9
5_44,36.135,1.94,134.5,0,31,NaN,0,79580,79848,HPB,85,1955-07-16 21:30:00,1955-07-22 11:30:00,NaN,1955,7,17,0,1955,7,22,12,3,10
6_44,72.565,5.73,55.5,30.5,25,NaN,0,97957,98067,HPB,85,1956-08-02 18:00:00,1956-08-05 01:00:00,NaN,1956,8,2,18,1956,8,5,0,3,6
7_44,55.68,5.53,102,45,43.5,NaN,0,116940,117143,HPB,85,1957-09-02 05:30:00,1957-09-06 11:00:00,NaN,1957,9,2,6,1957,9,6,12,3,8
8_44,37.865,2.67,98,0,0,NaN,0,133949,134144,HPB,85,1958-08-22 14:00:00,1958-08-26 15:30:00,NaN,1958,8,22,12,1958,8,26,18,2,8
9_44,35.35,9.57,15.5,12,3.5,NaN,0,170155,170185,HPB,85,1960-09-14 21:00:00,1960-09-15 12:00:00,NaN,1960,9,15,0,1960,9,15,12,2,6
10_44,30.685,2.23,28.5,0,0,NaN,0,170477,170533,HPB,85,1960-09-21 14:00:00,1960-09-22 18:00:00,NaN,1960,9,21,12,1960,9,22,18,2,6
11_44,27.395,2.08,31.5,0,29.5,NaN,0,170578,170640,HPB,85,1960-09-23 16:30:00,1960-09-24 23:30:00,NaN,1960,9,23,18,1960,9,25,0,2,6
12_44,65.895,6.34,45,0,41.5,NaN,0,188504,188593,HPB,85,1961-10-02 03:30:00,1961-10-04 00:00:00,NaN,1961,10,2,6,1961,10,4,0,2,5
